fecha,ID,Nombre,lluvia,tmin,tseca,tmax,eva_tan,eva_piche,hum_rel,bri_solar,nub,vel_viento,dir_viento,pre_atmos,rad_solar,tsuelo_50,tsuelo_100,Fenomenos/0,Fenomenos/1,Fenomenos/2,Fenomenos/3,Fenomenos/4,Fenomenos/5,Fenomenos/6,Fenomenos/7,Fenomenos/8,Fenomenos/9,Fenomenos/10,ID_INSIVUMEH,Latitud,Longitud,Altitud
2023-07-01,INS121701CV,TECUN_UMAN,6.0,21.8,27.7,36.2,4.7,,77.0,7.9,3.0,7.4,135.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INSDM1217001CONV,14.70195,-92.128059,29.0
2023-07-02,INS121701CV,TECUN_UMAN,9.0,22.0,28.4,34.0,5.6,,74.0,4.9,6.0,7.4,270.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INSDM1217001CONV,14.70195,-92.128059,29.0
2023-07-03,INS121701CV,TECUN_UMAN,5.8,23.0,29.4,34.4,5.7,,67.0,5.4,6.0,7.4,360.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,INSDM1217001CONV,14.70195,-92.128059,29.0
2023-07-04,INS121701CV,TECUN_UMAN,0.0,23.0,28.9,33.4,3.7,,71.0,6.0,6.0,7.4,135.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INSDM1217001CONV,14.70195,-92.128059,29.0
2023-07-05,INS121701CV,TECUN_UMAN,0.0,23.0,29.5,34.6,4.6,,68.0,5.8,5.0,7.4,360.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,INSDM1217001CONV,14.70195,-92.128059,29.0
2023-07-06,INS121701CV,TECUN_UMAN,0.6,22.4,29.1,34.6,5.2,,70.0,6.2,4.0,8.6,90.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INSDM1217001CONV,14.70195,-92.128059,29.0
2023-07-07,INS121701CV,TECUN_UMAN,29.2,22.0,26.9,34.0,5.6,,82.0,4.5,6.0,7.4,360.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,INSDM1217001CONV,14.70195,-92.128059,29.0
2023-07-08,INS121701CV,TECUN_UMAN,36.4,22.0,27.0,34.6,5.3,,81.0,7.2,5.0,7.4,90.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INSDM1217001CONV,14.70195,-92.128059,29.0
2023-07-09,INS121701CV,TECUN_UMAN,0.0,22.4,28.5,32.4,5.8,,67.0,5.4,6.0,7.4,45.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INSDM1217001CONV,14.70195,-92.128059,29.0
2023-07-10,INS121701CV,TECUN_UMAN,1.1,23.4,29.3,35.2,5.6,,71.0,7.6,4.0,7.4,180.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,INSDM1217001CONV,14.70195,-92.128059,29.0
