Unnamed: 0,fecha,estacion,lluvia,Nombre,tmin,tseca,tmax,eva_tan,eva_piche,hum_rel,bri_solar,nub,vel_viento,dir_viento,pre_atmos,tsuelo_5,tsuelo_50,tsuelo_100,id,rad_solar,lluvia_total,Longitud,Latitud,Altitud
1649,15/05/2023,INS040101CV,0.0,ALAMEDA_ICTA,13.0,20.0,24.6,3.7,,86.0,6.1,7.0,2.0,360.0,,,,,426487109.6666667,,,-90.803967,14.637936,1750.0
1650,15/05/2023,INS040301CV,0.1,SAN_MARTIN_JILOTEPEQUE,12.0,21.0,26.4,,2.8,,,8.0,3.0,270.0,,,,,426483908.3333333,,,-90.792558,14.777474,1800.0
1651,15/05/2023,INS040801AT,0.0,SANTA_MARGARITA,,,,,,,,3.0,2.0,90.0,,,,,426484592.6666667,,0.0,-91.01144,14.50575,1137.0
1652,15/05/2023,INS041001CV,0.0,SANTA_CRUZ_BALANYA,12.5,17.4,23.4,,,94.0,,7.0,2.3,0.0,,,,,426479672.0,,,-90.918504,14.683227,2080.0
1653,15/05/2023,INS050101AT,0.0,CONCEPCION,,,,,,,,6.0,4.7,9.0,,,,,426478556.0,,0.0,-90.78758,14.32352,421.0
1654,15/05/2023,INS050101CV,0.0,SABANA_GRANDE,20.4,26.8,32.6,4.1,,79.0,,7.0,4.3,225.0,,,,,426722528.1666667,,,-90.830533,14.373773,730.0
1655,15/05/2023,INS060101CV,0.0,LOS_ESCLAVOS,18.2,27.6,34.2,,,77.0,,5.0,10.0,9.0,,,,,426478319.6666667,,,-90.2783,14.2528,737.0
1656,15/05/2023,INS070101CV,0.0,EL_TABLON,9.8,15.7,19.4,4.1,,88.0,6.0,7.0,3.3,90.0,,,,43.9,426486321.3333333,,,-91.1819444,14.7902778,2397.0
1657,15/05/2023,INS071301CV,0.8,EL_CAPITAN,15.5,20.7,27.0,,,80.0,,5.0,7.3,180.0,,,,,426480436.6666667,,,-91.140524,14.644497,1562.0
1658,15/05/2023,INS071901CV,0.4,SANTIAGO_ATITLAN,14.2,20.5,25.6,3.0,,83.0,,6.0,5.3,0.0,,,,,426483504.0,,,-91.232526,14.630858,1569.0
1659,15/05/2023,INS080101AT,0.0,TOTONICAPAN,,,,8.8,,,,6.0,6.7,45.0,,,,,426480219.0,,18.9,-91.36441,14.91082,2478.0
1660,15/05/2023,INS090101CV,10.0,LOS_ALTOS,9.8,13.7,21.0,4.4,,87.0,5.2,7.0,4.9,0.0,581.8,,,,426479635.6666667,,,-91.50807279,14.8599015,2389.0
1661,15/05/2023,INS090301CV,10.2,LABOR_OVALLE,9.2,13.7,21.6,1.3,,84.0,6.0,8.0,3.1,0.0,580.3,,,,426483087.3333333,,,-91.514438,14.871334,2380.0
1662,15/05/2023,INS100101CV,0.0,MAZATENANGO,22.5,27.7,33.0,,,78.0,,8.0,10.3,360.0,,,,,426480962.6666667,,,-91.5027778,14.5283333,352.0
1663,15/05/2023,INS110101CV,0.0,RETALHULEU_AEROPUERTO,23.0,28.9,35.0,,,69.0,,6.0,3.3,9.0,742.7,,,,426479215.3333333,,,-91.69407,14.52486,205.0
1664,15/05/2023,INS110701CV,0.0,CHAMPERICO_FEGUA,27.0,31.3,35.0,,,75.0,8.3,4.0,3.3,9.0,756.3,,,,426482028.3333333,,,-91.91426,14.29397,5.0
1665,15/05/2023,INS120101CV,0.0,SAN_MARCOS_PHC,9.0,13.1,18.4,3.0,,90.0,3.8,3.0,0.0,0.0,,,,,426484685.0,,,-91.82333,14.96715,2420.0
1666,15/05/2023,INS121601CV,0.0,CATARINA,22.8,28.0,36.0,,,83.0,,4.0,7.3,270.0,,,,,426483265.3333333,,,-92.074858,14.856361,233.0
1667,15/05/2023,INS121701CV,0.0,TECUN_UMAN,23.0,29.3,37.6,3.8,,72.0,8.2,3.0,7.5,9.0,,,,,426485028.3333333,,,-92.128059,14.70195,29.0
1668,15/05/2023,INS122101AT,0.0,LA_REFORMA,,,,,,,,5.0,11.0,9.0,,,,,426480781.0,,0.0,-91.8167,14.8,1133.0
1669,15/05/2023,INS122301AT,0.0,IXCHIGUAN,,,,,,,,7.0,5.3,9.0,,,,,426481974.3333333,,0.0,-91.9395,15.16483,3336.0
1670,15/05/2023,INS130101CV,0.0,HUEHUETENANGO,13.6,20.1,28.4,6.4,,70.0,7.1,8.0,4.9,0.0,614.2,,,,426485942.3333333,1.3,,-91.502403,15.31828,1870.0
1671,15/05/2023,INS130601CV,0.0,SAN_PEDRO_NECTA,14.0,21.7,28.8,,4.0,79.0,,7.0,4.7,360.0,,,,,426482909.0,,,-91.76244,15.49459,1641.0
1672,15/05/2023,INS131501CV,1.6,TODOS_SANTOS,6.0,16.5,22.0,,1.0,,,6.0,11.3,9.0,,,,,426482731.6666667,,,-91.6003111,15.5080222,2480.0
1673,15/05/2023,INS141301CV,33.2,NEBAJ,13.4,17.9,24.2,,-1.0,87.0,,8.0,2.3,0.0,,,,,426485234.0,,,-91.142084,15.399247,1906.0
1674,15/05/2023,INS141601CV,5.9,SACAPULAS,16.5,23.9,32.0,,,76.0,,7.0,2.0,360.0,776.7,,,,426530926.0,,,-91.091976,15.290621,1180.0
1675,15/05/2023,INS141901CV,1.1,CHIXOY_PCH,20.0,26.1,32.4,,2.9,80.0,,7.0,2.4,0.0,,,,,426484223.0,,,-90.661261,15.357893,680.0
1676,15/05/2023,INS142201AT,0.0,PLAYA_GRANDE_IXCAN,,,,,,,,6.0,,,,,,,428205987.6666667,,0.0,-90.74017,15.98888,186.0
1677,15/05/2023,INS150401CV,1.6,CUBULCO,19.0,26.2,36.6,,,,,4.0,3.7,90.0,,,,,426483366.0,,,-90.620582,15.109023,994.0
1678,15/05/2023,INS150701CV,0.0,SAN_JERONIMO_R_H,19.6,25.2,31.7,,,83.0,6.7,4.0,13.3,90.0,,,,,426478214.6666667,,,-90.252213,15.060903,1000.0
1679,15/05/2023,INS160101CV,0.0,COBAN,16.4,21.9,27.2,3.5,,78.0,6.4,6.0,3.7,0.0,654.9,,,22.7,426476098.0,,,-90.405518,15.46992,1323.0
1680,15/05/2023,INS160701CV,0.0,PANZOS_PHC_ALTA_VERAPAZ,22.8,29.0,35.2,,,93.0,,5.0,6.7,180.0,,,,,426479999.0,,,-89.64397,15.3974,33.0
1681,15/05/2023,INS161201CV,0.0,SANTA_MARIA_CAHABON,23.6,29.3,34.6,,,91.0,,6.0,3.3,180.0,,,,,426484167.3333333,,,-89.81227,15.608429,380.0
1682,15/05/2023,INS170101CV,53.1,FLORES_AEROPUERTO,21.4,29.6,35.0,0.0,,66.0,,5.0,6.0,360.0,751.7,,,,426480372.6666667,,,-89.86686,16.916093,123.0
1683,15/05/2023,INS171201CV,14.2,POPTUN,20.0,25.9,30.6,,,80.0,,6.0,7.4,90.0,,,,,426480669.3333333,,,-89.41043,16.32566,479.0
1684,15/05/2023,INS180101CV,1.1,PUERTO_BARRIOS_PHC,23.2,27.5,31.0,1.9,,80.0,6.4,7.0,8.3,9.0,760.2,,,,426480680.0,,,-88.584395,15.730161,2.0
1685,15/05/2023,INS180201CV,0.0,LAS_VEGAS_PHC,20.0,29.1,34.0,,,84.0,,7.0,3.7,,,,,,426480211.3333333,,,-88.944686,15.585416,10.0
1686,15/05/2023,INS180401AT,0.0,MORALES_MET,,,,,,,,4.0,4.7,9.0,,,,,426481469.3333333,,0.0,-88.823711,15.478211,123.0
1687,15/05/2023,INS180501AT,0.0,MARISCOS,,,,,,,,6.0,2.3,270.0,,,,,426481017.0,,40.0,-89.07781,15.42866,16.0
1688,15/05/2023,INS190201CV,0.0,LA_FRAGUA,22.5,29.5,35.4,8.4,,59.0,9.1,6.0,8.5,9.0,742.5,,,,426480493.6666667,,,-89.58437,14.96553,227.0
1689,15/05/2023,INS190301CV,0.0,PASABIEN,21.0,29.9,36.4,,2.5,66.0,,4.0,5.0,90.0,,,,,426486620.0,,,-89.67925,15.030222,260.0
1690,15/05/2023,INS190901CV,0.0,LA_UNION,19.5,24.9,29.5,,,72.0,,6.0,4.3,360.0,,,,,426484531.3333333,,,-89.2911111,14.9633333,1000.0
1691,15/05/2023,INS200501CV,0.0,CAMOTAN,22.2,28.4,36.0,,,70.0,,6.0,13.3,270.0,,,,,426482384.0,,,-89.374614,14.821751,450.0
1692,15/05/2023,INS200701CV,9.5,ESQUIPULAS,19.6,25.5,30.2,5.7,,63.0,9.0,4.0,4.8,45.0,683.7,,,,426478591.3333333,,,-89.341459,14.559694,950.0
1693,15/05/2023,INS210101CV,0.0,POTRERO_CARRILLO,13.8,18.7,24.2,,,85.0,,6.0,3.7,45.0,,,,,426480627.6666667,,,-89.933667,14.74996,1760.0
1694,15/05/2023,INS220501CV,0.0,ASUNCION_MITA,24.0,31.1,36.6,6.1,,56.0,,2.0,7.0,360.0,,,,,426478268.0,,,-89.705892,14.335447,478.0
1695,15/05/2023,INS221401CV,0.0,MONTUFAR,23.0,30.0,35.6,4.0,,76.0,8.0,3.0,1.3,0.0,,,,,426475521.3333333,,,-90.15446,13.80853,29.0
1696,15/05/2023,INS221701CV,0.3,QUEZADA,18.8,25.3,32.0,,,,,5.0,3.0,360.0,,,,,426476433.6666667,,,-90.036177,14.232852,980.0
1697,15/05/2023,PLUVIOMÉT,0.0,NUEVA_CONCEPCION,,,,,,,,,,,,,,,426466663.0,,2.0,,,
1698,16/05/2023,INS-130527,0.0,NENTON,,,,,,,,,,,,,,,426819444.0,,0.0,,,
1699,16/05/2023,INS-140301,0.0,CHINIQUE,,,,,,,,5.0,0.0,0.0,,,,,426927259.0,,1.5,,,
1700,16/05/2023,INS010101CV,45.7,INSIVUMEH,17.6,22.0,27.0,0.7,2.3,72.0,5.8,5.0,2.0,9.0,639.6,,,24.7,426929449.0,,,-90.532679,14.587267,1502.0
1701,16/05/2023,INS010102CV,48.2,LA_AURORA,15.6,21.9,27.2,,,75.0,,7.0,13.6,45.0,640.4,,,,426945060.0,,,-90.52773,14.58619,1491.0
1702,16/05/2023,INS010301AT,0.0,SAN_JOSE_PINULA,,,,,,,,4.0,7.3,225.0,,,,,426924888.6666667,,4.4,-90.39191,14.52392,1744.0
1703,16/05/2023,INS010701AT,0.0,SAN_PEDRO_AYAMPUC,,,,,,,,7.0,3.0,90.0,,,,,426927183.0,,4.0,-90.4500096,14.7834166,1269.0
1704,16/05/2023,INS010801AT,0.0,LO_DE_COY,,,,,,,,7.0,11.0,360.0,,,,,426925821.3333333,,18.4,-90.59922,14.62109,1686.0
1705,16/05/2023,INS011401AT,0.0,AMATITLAN,,,,0.0,,,,6.0,13.0,180.0,,,,,426917041.0,,43.2,-90.63039,14.46785,1205.0
1706,16/05/2023,INS020301CV,0.0,LOS_ALBORES,16.0,20.7,30.0,,,,,6.0,0.7,0.0,,,,,426928075.6666667,,,-89.949167,15.0525,1391.0
1707,16/05/2023,INS020302CV,0.0,SAN_AGUSTIN_ACASAGUASTLAN,22.0,28.1,35.0,,,,,3.0,0.0,0.0,,,,,426928762.0,,,-89.9738746,14.9502817,371.0
1708,16/05/2023,INS030101AT,0.0,ANTIGUA_GUATEMALA,,,,,,,,8.0,13.3,360.0,,,,,426927325.6666667,,8.5,-90.7383,14.53974,1539.0
1709,16/05/2023,INS030801CV,21.0,SUIZA_CONTENTA,10.0,17.7,23.2,,,72.0,,7.0,1.0,90.0,,,,,426926750.3333333,,,-90.659128,14.618572,2105.0
1710,16/05/2023,INS040101CV,19.8,ALAMEDA_ICTA,10.2,18.7,23.2,0.0,,85.0,4.3,8.0,3.0,360.0,,,,,426931658.3333333,,,-90.803967,14.637936,1750.0
1711,16/05/2023,INS040301CV,11.3,SAN_MARTIN_JILOTEPEQUE,10.0,19.6,25.2,,2.2,,,6.0,1.8,202.5,,,,,427047525.5,,,-90.792558,14.777474,1800.0
1712,16/05/2023,INS040801AT,0.0,SANTA_MARGARITA,,,,,,,,3.0,3.7,90.0,,,,,426932892.3333333,,2.0,-91.01144,14.50575,1137.0
1713,16/05/2023,INS041001CV,12.5,SANTA_CRUZ_BALANYA,9.5,16.8,23.6,,,94.0,,6.0,4.7,180.0,,,,,426925644.6666667,,,-90.918504,14.683227,2080.0
1714,16/05/2023,INS050101AT,0.0,CONCEPCION,,,,,,,,5.0,4.7,9.0,,,,,426927583.3333333,,0.0,-90.78758,14.32352,421.0
1715,16/05/2023,INS050101CV,0.0,SABANA_GRANDE,19.2,27.5,33.0,4.0,,74.0,,5.0,4.8,162.0,,,,,427468426.0,,,-90.830533,14.373773,730.0
1716,16/05/2023,INS060101CV,0.0,LOS_ESCLAVOS,18.6,25.9,33.6,,,78.0,,7.0,10.0,90.0,,,,,426924697.3333333,,,-90.2783,14.2528,737.0
1717,16/05/2023,INS070101CV,3.0,EL_TABLON,6.0,15.1,20.0,2.7,,87.0,7.8,5.0,1.7,9.0,,,,19.4,426931078.0,,,-91.1819444,14.7902778,2397.0
1718,16/05/2023,INS071301CV,15.0,EL_CAPITAN,12.8,19.9,26.0,,,82.0,,4.0,8.3,180.0,,,,,426927638.0,,,-91.140524,14.644497,1562.0
1719,16/05/2023,INS071901CV,7.0,SANTIAGO_ATITLAN,12.4,18.4,26.6,2.8,,85.0,,5.0,6.7,0.0,,,,,426928690.0,,,-91.232526,14.630858,1569.0
1720,16/05/2023,INS080101AT,0.0,TOTONICAPAN,,,,3.6,,,,5.0,8.7,180.0,,,,,426929561.3333333,,18.4,-91.36441,14.91082,2478.0
1721,16/05/2023,INS090101CV,40.0,LOS_ALTOS,7.6,15.4,21.0,2.9,,75.0,5.0,7.0,6.2,0.0,581.2,,,,426936462.0,,,-91.50807279,14.8599015,2389.0
1722,16/05/2023,INS090301CV,40.9,LABOR_OVALLE,8.2,15.7,21.8,4.5,,79.0,5.3,6.0,3.1,0.0,579.7,,,,426925047.0,,,-91.514438,14.871334,2380.0
1723,16/05/2023,INS100101CV,1.1,MAZATENANGO,22.0,28.2,34.4,,,73.0,,8.0,11.7,360.0,,,,,426924780.3333333,,,-91.5027778,14.5283333,352.0
1724,16/05/2023,INS110101CV,3.5,RETALHULEU_AEROPUERTO,22.8,29.8,35.8,,,59.0,,4.0,4.7,225.0,741.9,,,,427085787.6666667,,,-91.69407,14.52486,205.0
1725,16/05/2023,INS110701CV,0.0,CHAMPERICO_FEGUA,25.4,31.3,35.6,,,74.0,9.9,1.0,2.0,0.0,756.3,,,,426928284.3333333,,,-91.91426,14.29397,5.0
1726,16/05/2023,INS120101CV,18.8,SAN_MARCOS_PHC,8.2,13.6,19.0,2.6,,85.0,6.9,0.0,0.0,0.0,,,,,426930788.3333333,,,-91.82333,14.96715,2420.0
1727,16/05/2023,INS121601CV,85.1,CATARINA,21.4,30.0,35.4,,,68.0,,1.0,2.0,90.0,,,,,426928150.3333333,,,-92.074858,14.856361,233.0
1728,16/05/2023,INS121701CV,1.0,TECUN_UMAN,21.4,31.6,38.4,6.4,,58.0,9.9,1.0,7.4,315.0,,,,,426931170.0,,,-92.128059,14.70195,29.0
1729,16/05/2023,INS122101AT,0.0,LA_REFORMA,,,,,,,,5.0,11.0,180.0,,,,,426921886.6666667,,26.8,-91.8167,14.8,1133.0
1730,16/05/2023,INS122301AT,0.0,IXCHIGUAN,,,,,,,,5.0,5.0,270.0,,,,,426929374.6666667,,4.1,-91.9395,15.16483,3336.0
1731,16/05/2023,INS130101CV,0.0,HUEHUETENANGO,11.2,19.5,28.4,4.5,,73.0,7.3,4.0,2.5,0.0,613.9,,,,426923380.3333333,1.3,,-91.502403,15.31828,1870.0
1732,16/05/2023,INS130601CV,0.0,SAN_PEDRO_NECTA,11.8,21.5,28.6,,4.1,77.0,,4.0,7.7,9.0,,,,,426925867.3333333,,,-91.76244,15.49459,1641.0
1733,16/05/2023,INS131501CV,0.3,TODOS_SANTOS,4.0,16.0,22.0,,1.0,,,3.0,9.0,9.0,,,,,426928856.3333333,,,-91.6003111,15.5080222,2480.0
1734,16/05/2023,INS141301CV,2.0,NEBAJ,12.0,16.6,25.2,,-1.0,92.0,,5.0,2.3,0.0,,,,,426930065.0,,,-91.142084,15.399247,1906.0
1735,16/05/2023,INS141601CV,0.0,SACAPULAS,16.0,23.5,33.5,,,80.0,,4.0,2.0,270.0,775.8,,,,426924776.0,,,-91.091976,15.290621,1180.0
1736,16/05/2023,INS141901CV,0.0,CHIXOY_PCH,21.2,26.9,32.8,,3.1,82.0,,7.0,7.2,90.0,,,,,426928860.6666667,,,-90.661261,15.357893,680.0
1737,16/05/2023,INS142201AT,0.0,PLAYA_GRANDE_IXCAN,,,,,,,,7.0,,,,,,,428206000.3333333,,0.0,-90.74017,15.98888,186.0
1738,16/05/2023,INS150401CV,0.7,CUBULCO,17.4,24.3,35.0,,,,,3.0,5.3,9.0,,,,,426928928.6666667,,,-90.620582,15.109023,994.0
1739,16/05/2023,INS150701CV,0.0,SAN_JERONIMO_R_H,16.9,24.8,32.4,,,81.0,8.0,3.0,4.0,90.0,,,,,426920786.3333333,,,-90.252213,15.060903,1000.0
1740,16/05/2023,INS160101CV,0.0,COBAN,14.4,21.1,27.4,5.4,,78.0,4.7,5.0,6.0,45.0,654.2,,,22.7,426925812.0,,,-90.405518,15.46992,1323.0
1741,16/05/2023,INS160701CV,0.0,PANZOS_PHC_ALTA_VERAPAZ,23.8,29.9,36.4,,,92.0,,6.0,4.7,180.0,,,,,426925732.0,,,-89.64397,15.3974,33.0
1742,16/05/2023,INS161201CV,0.0,SANTA_MARIA_CAHABON,23.6,29.5,35.0,,,93.0,,7.0,4.0,45.0,,,,,426927846.6666667,,,-89.81227,15.608429,380.0
1743,16/05/2023,INS170101CV,0.0,FLORES_AEROPUERTO,22.0,30.3,36.2,6.0,,65.0,,2.0,6.0,90.0,750.6,,,,426926520.3333333,,,-89.86686,16.916093,123.0
1744,16/05/2023,INS171201CV,0.0,POPTUN,21.0,25.6,30.2,,,82.0,,3.0,7.4,90.0,,,,,426923657.6666667,,,-89.41043,16.32566,479.0
1745,16/05/2023,INS180101CV,0.0,PUERTO_BARRIOS_PHC,22.8,28.7,33.4,6.6,,81.0,9.9,6.0,8.7,9.0,758.5,,,,426924726.0,,,-88.584395,15.730161,2.0
1746,16/05/2023,INS180201CV,0.0,LAS_VEGAS_PHC,20.5,29.9,35.0,,,77.0,,7.0,3.7,,,,,,426928302.6666667,,,-88.944686,15.585416,10.0
1747,16/05/2023,INS180401AT,0.0,MORALES_MET,,,,,,,,3.0,6.0,9.0,,,,,426923079.3333333,,0.0,-88.823711,15.478211,123.0
1748,16/05/2023,INS180501AT,0.0,MARISCOS,,,,,,,,6.0,2.7,315.0,,,,,426926572.3333333,,0.0,-89.07781,15.42866,16.0
1749,16/05/2023,INS190201CV,0.0,LA_FRAGUA,23.6,30.7,36.2,5.1,,56.0,8.2,6.0,8.0,270.0,741.2,,,,426927000.3333333,,,-89.58437,14.96553,227.0
1750,16/05/2023,INS190301CV,0.0,PASABIEN,22.2,30.4,35.4,,3.0,71.0,,6.0,3.7,45.0,,,,,426933073.3333333,,,-89.67925,15.030222,260.0
1751,16/05/2023,INS190901CV,0.0,LA_UNION,20.0,25.6,30.5,,,69.0,,6.0,3.7,45.0,,,,,426930392.0,,,-89.2911111,14.9633333,1000.0
1752,16/05/2023,INS200501CV,0.0,CAMOTAN,23.8,29.5,34.8,,,64.0,,5.0,9.0,225.0,,,,,426928092.0,,,-89.374614,14.821751,450.0
1753,16/05/2023,INS200701CV,0.0,ESQUIPULAS,18.6,25.6,30.6,5.4,,62.0,9.1,5.0,3.6,0.0,682.9,,,,426924314.6666667,,,-89.341459,14.559694,950.0
1754,16/05/2023,INS210101CV,0.0,POTRERO_CARRILLO,13.4,18.7,25.4,,,86.0,,6.0,17.0,90.0,,,,,426924682.3333333,,,-89.933667,14.74996,1760.0
1755,16/05/2023,INS220501CV,0.0,ASUNCION_MITA,24.0,31.3,36.2,7.4,,58.0,,4.0,7.0,9.0,,,,,426925255.0,,,-89.705892,14.335447,478.0
1756,16/05/2023,INS221401CV,0.0,MONTUFAR,25.0,30.4,36.2,6.0,,78.0,7.7,7.0,3.7,0.0,,,,,426924093.6666667,,,-90.15446,13.80853,29.0
1757,16/05/2023,INS221701CV,0.0,QUEZADA,18.6,24.1,30.8,,,,,6.0,0.7,360.0,,,,,426921497.0,,,-90.036177,14.232852,980.0
1758,16/05/2023,PLUVIOMÉT,0.0,NUEVA_CONCEPCION,,,,,,,,,,,,,,,426817527.0,,9.3,,,
1759,17/05/2023,INS-010331,0.0,LAS_NUBES,,,,,,,,,,,,,,,427294014.0,,3.3,,,
1760,17/05/2023,INS-130527,0.0,NENTON,,,,,,,,,,,,,,,427292816.0,,0.0,,,
1761,17/05/2023,INS-140301,0.0,CHINIQUE,,,,,,,,4.0,0.0,0.0,,,,,427408618.3333333,,4.7,,,
1762,17/05/2023,INS010101CV,4.5,INSIVUMEH,16.8,22.0,29.0,3.7,1.6,72.0,9.3,5.0,2.7,135.0,639.1,,,24.6,427408638.3333333,,,-90.532679,14.587267,1502.0
1763,17/05/2023,INS010102CV,4.0,LA_AURORA,15.6,22.4,28.4,,,58.0,,4.0,12.3,180.0,638.7,,,,427410610.3333333,,,-90.52773,14.58619,1491.0
1764,17/05/2023,INS010301AT,0.0,SAN_JOSE_PINULA,,,,,,,,3.0,7.3,360.0,,,,,427404476.0,,0.1,-90.39191,14.52392,1744.0
1765,17/05/2023,INS010701AT,0.0,SAN_PEDRO_AYAMPUC,,,,,,,,4.0,3.0,90.0,,,,,427407067.3333333,,2.1,-90.4500096,14.7834166,1269.0
1766,17/05/2023,INS010801AT,0.0,LO_DE_COY,,,,,,,,7.0,11.0,135.0,,,,,427402768.0,,12.8,-90.59922,14.62109,1686.0
1767,17/05/2023,INS011401AT,0.0,AMATITLAN,,,,1.2,,,,5.0,14.7,360.0,,,,,427404611.3333333,,0.0,-90.63039,14.46785,1205.0
1768,17/05/2023,INS020301CV,7.7,LOS_ALBORES,15.0,22.3,28.0,,,,,4.0,0.7,0.0,,,,,427406611.3333333,,,-89.949167,15.0525,1391.0
1769,17/05/2023,INS020302CV,0.0,SAN_AGUSTIN_ACASAGUASTLAN,21.2,29.3,36.5,,,,,1.0,2.3,0.0,,,,,427410342.0,,,-89.9738746,14.9502817,371.0
1770,17/05/2023,INS030101AT,0.0,ANTIGUA_GUATEMALA,,,,,,,,8.0,13.3,9.0,,,,,427407287.3333333,,0.0,-90.7383,14.53974,1539.0
1771,17/05/2023,INS030801CV,7.8,SUIZA_CONTENTA,9.6,18.3,23.8,,,69.0,,5.0,1.7,9.0,,,,,427405959.6666667,,,-90.659128,14.618572,2105.0
1772,17/05/2023,INS040101CV,4.0,ALAMEDA_ICTA,10.6,18.9,24.0,2.8,,84.0,5.1,4.0,1.3,360.0,,,,,427410130.6666667,,,-90.803967,14.637936,1750.0
1773,17/05/2023,INS040301CV,30.9,SAN_MARTIN_JILOTEPEQUE,10.0,20.1,27.6,,1.5,,,4.0,2.0,180.0,,,,,427414823.3333333,,,-90.792558,14.777474,1800.0
1774,17/05/2023,INS040801AT,0.0,SANTA_MARGARITA,,,,,,,,4.0,7.3,90.0,,,,,427412978.0,,1.3,-91.01144,14.50575,1137.0
1775,17/05/2023,INS041001CV,0.0,SANTA_CRUZ_BALANYA,11.0,20.0,25.0,,,93.0,,4.0,4.3,0.0,,,,,427405474.0,,,-90.918504,14.683227,2080.0
1776,17/05/2023,INS050101AT,0.0,CONCEPCION,,,,,,,,4.0,4.7,9.0,,,,,427407480.6666667,,0.4,-90.78758,14.32352,421.0
1777,17/05/2023,INS050101CV,5.9,SABANA_GRANDE,18.4,27.3,33.4,3.8,,78.0,,3.0,3.5,67.5,,,,,427616039.5,,,-90.830533,14.373773,730.0
1778,17/05/2023,INS060101CV,3.8,LOS_ESCLAVOS,17.4,26.7,33.4,,,78.0,,5.0,7.3,9.0,,,,,427406977.6666667,,,-90.2783,14.2528,737.0
1779,17/05/2023,INS070101CV,1.2,EL_TABLON,7.0,15.9,21.0,4.1,,86.0,8.2,4.0,1.7,90.0,,,,19.3,427410710.6666667,,,-91.1819444,14.7902778,2397.0
1780,17/05/2023,INS071301CV,6.0,EL_CAPITAN,13.0,20.5,26.6,,,83.0,,4.0,8.7,180.0,,,,,427406803.0,,,-91.140524,14.644497,1562.0
1781,17/05/2023,INS071901CV,5.3,SANTIAGO_ATITLAN,13.2,19.9,26.8,1.8,,84.0,,4.0,10.0,0.0,,,,,427407041.0,,,-91.232526,14.630858,1569.0
1782,17/05/2023,INS080101AT,0.0,TOTONICAPAN,,,,2.4,,,,4.0,7.3,180.0,,,,,427412130.3333333,,10.8,-91.36441,14.91082,2478.0
1783,17/05/2023,INS090101CV,3.5,LOS_ALTOS,10.4,17.1,23.0,4.1,,73.0,7.5,7.0,2.5,0.0,579.9,,,,427407601.3333333,,,-91.50807279,14.8599015,2389.0
1784,17/05/2023,INS090301CV,1.7,LABOR_OVALLE,10.6,17.1,23.6,3.7,,78.0,6.5,6.0,2.5,0.0,579.1,,,,427404822.0,,,-91.514438,14.871334,2380.0
1785,17/05/2023,INS100101CV,0.2,MAZATENANGO,22.0,27.9,34.4,,,77.0,,6.0,11.0,360.0,,,,,427406231.3333333,,,-91.5027778,14.5283333,352.0
1786,17/05/2023,INS110101CV,0.0,RETALHULEU_AEROPUERTO,22.8,29.7,35.6,,,66.0,,2.0,3.3,225.0,740.9,,,,427403938.3333333,,,-91.69407,14.52486,205.0
1787,17/05/2023,INS110701CV,0.0,CHAMPERICO_FEGUA,25.6,30.7,34.6,,,76.0,10.2,1.0,5.3,9.0,755.3,,,,427406006.6666667,,,-91.91426,14.29397,5.0
1788,17/05/2023,INS120101CV,16.0,SAN_MARCOS_PHC,8.2,14.9,20.2,2.6,,84.0,8.0,5.0,0.0,0.0,,,,,427410151.0,,,-91.82333,14.96715,2420.0
1789,17/05/2023,INS121601CV,0.0,CATARINA,21.8,29.4,36.0,,,78.0,,3.0,3.7,270.0,,,,,427406647.0,,,-92.074858,14.856361,233.0
1790,17/05/2023,INS121701CV,0.0,TECUN_UMAN,22.0,30.9,37.6,6.8,,60.0,9.6,1.0,7.4,360.0,,,,,427404031.6666667,,,-92.128059,14.70195,29.0
1791,17/05/2023,INS122101AT,0.0,LA_REFORMA,,,,,,,,6.0,15.3,180.0,,,,,427408893.6666667,,37.4,-91.8167,14.8,1133.0
1792,17/05/2023,INS122301AT,0.0,IXCHIGUAN,,,,,,,,6.0,4.7,270.0,,,,,427411540.0,,1.0,-91.9395,15.16483,3336.0
1793,17/05/2023,INS130101CV,0.2,HUEHUETENANGO,13.6,21.5,30.8,5.2,,65.0,8.1,6.0,8.6,0.0,612.9,,,,427403921.3333333,1.2,,-91.502403,15.31828,1870.0
1794,17/05/2023,INS130601CV,0.0,SAN_PEDRO_NECTA,12.4,22.8,31.4,,7.6,69.0,,1.0,6.7,9.0,,,,,427407322.0,,,-91.76244,15.49459,1641.0
1795,17/05/2023,INS131501CV,0.0,TODOS_SANTOS,5.0,16.6,22.5,,2.0,,,2.0,9.0,9.0,,,,,427404376.3333333,,,-91.6003111,15.5080222,2480.0
1796,17/05/2023,INS141301CV,17.9,NEBAJ,10.2,18.7,27.0,,-1.0,85.0,,5.0,0.7,0.0,,,,,427411464.0,,,-91.142084,15.399247,1906.0
1797,17/05/2023,INS141601CV,7.2,SACAPULAS,17.5,21.4,33.0,,,75.0,,6.0,2.0,45.0,773.9,,,,427499995.6666667,,,-91.091976,15.290621,1180.0
1798,17/05/2023,INS141901CV,3.1,CHIXOY_PCH,19.0,26.0,33.0,,3.3,81.0,,7.0,6.5,90.0,,,,,427409546.3333333,,,-90.661261,15.357893,680.0
