Unnamed: 0,fecha,estacion,lluvia,Nombre,tmin,tseca,tmax,eva_tan,eva_piche,hum_rel,bri_solar,nub,vel_viento,dir_viento,pre_atmos,tsuelo_5,tsuelo_50,tsuelo_100,Fenomenos/0,Fenomenos/1,Fenomenos/2,Fenomenos/3,Fenomenos/4,Fenomenos/5,Fenomenos/6,Fenomenos/7,Fenomenos/8,Fenomenos/9,Fenomenos/10,rad_solar,Longitud,Latitud,Altitud
169,1/7/2023,INS180501AT,0,MARISCOS,,,,,,,,5,3,315,,,,,0,0,0,1,0,0,0,0,0,0,0,,-89.07781,15.42866,16
170,1/7/2023,INS190201CV,0,LA_FRAGUA,25.2,30.7,34.5,5.2,,60,11,4,9.3,45,739.9,,,,0,0,0,0,0,0,0,0,0,1,0,,-89.58437,14.96553,227
171,1/7/2023,INS190301CV,0,PASABIEN,22.4,29.9,35,,3,72,,2,3.3,45,,,,,0,0,0,0,0,0,0,0,0,1,0,,-89.67925,15.030222,260
172,1/7/2023,INS190901CV,3.6,LA_UNION,21.5,25.1,29.5,,,82,,6,4.3,9,,,,,0,1,1,0,0,0,1,0,0,1,0,,-89.2911111,14.9633333,1000
173,1/7/2023,INS200501CV,0,CAMOTAN,24,30.2,38.2,,,66,,4,11,360,,,,,1,0,0,0,0,0,0,0,0,0,0,,-89.374614,14.821751,450
174,1/7/2023,INS200701CV,0,ESQUIPULAS,19.8,25.8,30.2,6,,67,8.2,6,4.8,0,682.1,,,,0,0,1,0,1,0,0,0,0,1,0,,-89.341459,14.559694,950
175,1/7/2023,INS210101CV,0,POTRERO_CARRILLO,13.6,19.5,24.6,,,85,,4,2.3,9,,,,,0,0,0,0,0,0,0,0,0,1,0,,-89.933667,14.74996,1760
176,1/7/2023,INS220501CV,0,ASUNCION_MITA,25.2,30.9,36.4,6.3,,61,,3,11,360,,,,,0,1,0,0,0,0,0,0,0,0,0,,-89.705892,14.335447,478
177,1/7/2023,INS221401CV,0,MONTUFAR,24,30.5,35.4,6,,79,7.2,4,2.5,0,,,,,1,0,0,0,0,0,0,0,0,0,0,,-90.15446,13.80853,29
178,1/7/2023,INS221701CV,0,QUEZADA,18.8,25.1,31.2,,,,,5,3,45,,,,,0,0,0,0,0,0,0,0,0,1,0,,-90.036177,14.232852,980
