Unnamed: 0,fecha,estacion,lluvia,Nombre,tmin,tseca,tmax,eva_tan,eva_piche,hum_rel,bri_solar,nub,vel_viento,dir_viento,pre_atmos,tsuelo_5,tsuelo_50,tsuelo_100,Fenomenos/0,Fenomenos/1,Fenomenos/2,Fenomenos/3,Fenomenos/4,Fenomenos/5,Fenomenos/6,Fenomenos/7,Fenomenos/8,Fenomenos/9,Fenomenos/10,rad_solar,Longitud,Latitud,Altitud
4781,23/07/2023,INS010301AT,27.9,SAN_JOSE_PINULA,,,,,,,,7,6.7,9,,,,,0,0,0,0,0,0,0,0,0,1,0,,-90.39191,14.52392,1744
4841,24/04/2023,INS010301AT,0,SAN_JOSE_PINULA,,,,,,,,6,4.7,315,,,,,0,0,0,0,0,0,0,0,0,1,0,,-90.39191,14.52392,1744
4897,24/05/2023,INS010301AT,0,SAN_JOSE_PINULA,,,,,,,,3,9,360,,,,,0,0,0,0,0,0,0,0,0,1,0,,-90.39191,14.52392,1744
4957,24/06/2023,INS010301AT,14.5,SAN_JOSE_PINULA,,,,,,,,7,9,315,,,,,0,0,0,0,1,0,0,0,0,1,0,,-90.39191,14.52392,1744
5017,24/07/2023,INS010301AT,26.5,SAN_JOSE_PINULA,,,,,,,,7,11,360,,,,,0,0,0,0,1,0,0,0,0,1,0,,-90.39191,14.52392,1744
5077,25/04/2023,INS010301AT,3.7,SAN_JOSE_PINULA,,,,,,,,4,3,360,,,,,0,0,0,0,0,0,0,0,0,1,0,,-90.39191,14.52392,1744
5134,25/05/2023,INS010301AT,0,SAN_JOSE_PINULA,,,,,,,,4,4.7,9,,,,,0,0,0,0,0,0,0,0,0,1,0,,-90.39191,14.52392,1744
5194,25/06/2023,INS010301AT,0.1,SAN_JOSE_PINULA,,,,,,,,2,15.3,180,,,,,0,0,0,0,0,0,0,0,0,1,0,,-90.39191,14.52392,1744
5254,25/07/2023,INS010301AT,17.9,SAN_JOSE_PINULA,,,,,,,,3,20,225,,,,,0,0,0,0,0,0,0,0,0,1,0,,-90.39191,14.52392,1744
5314,26/04/2023,INS010301AT,3.3,SAN_JOSE_PINULA,,,,,,,,4,6.7,360,,,,,0,0,0,0,1,0,0,0,0,1,0,,-90.39191,14.52392,1744
5371,26/05/2023,INS010301AT,2,SAN_JOSE_PINULA,,,,,,,,5,5.3,360,,,,,0,0,0,0,1,0,0,0,0,1,0,,-90.39191,14.52392,1744
5431,26/06/2023,INS010301AT,0,SAN_JOSE_PINULA,,,,,,,,3,17.7,180,,,,,0,0,0,0,0,0,0,0,0,1,0,,-90.39191,14.52392,1744
5491,26/07/2023,INS010301AT,0,SAN_JOSE_PINULA,,,,,,,,1,28,180,,,,,0,0,0,0,0,0,0,0,0,1,0,,-90.39191,14.52392,1744
5551,27/04/2023,INS010301AT,0.6,SAN_JOSE_PINULA,,,,,,,,3,8.7,360,,,,,0,0,0,0,1,0,0,0,0,1,0,,-90.39191,14.52392,1744
5609,27/05/2023,INS010301AT,0,SAN_JOSE_PINULA,,,,,,,,7,6.7,360,,,,,0,0,0,0,0,0,0,0,0,1,0,,-90.39191,14.52392,1744
5669,27/06/2023,INS010301AT,0.6,SAN_JOSE_PINULA,,,,,,,,6,11.7,360,,,,,0,0,0,0,0,0,0,0,0,1,0,,-90.39191,14.52392,1744
5729,27/07/2023,INS010301AT,0,SAN_JOSE_PINULA,,,,,,,,1,15.3,180,,,,,0,0,0,0,0,0,0,0,0,1,0,,-90.39191,14.52392,1744
